what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,"zh_CN",1461472713095
processors,sysinfo,,,"4",1461472713095
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1461472713095
java.runtime.version,sysinfo,,,"1.8.0_31-b13",1461472713095
java.specification.name,sysinfo,,,"Java Platform API Specification",1461472713095
java.specification.vendor,sysinfo,,,"Oracle Corporation",1461472713095
java.specification.version,sysinfo,,,"1.8",1461472713095
java.vendor,sysinfo,,,"Oracle Corporation",1461472713095
java.version,sysinfo,,,"1.8.0_31",1461472713095
java.vm.info,sysinfo,,,"mixed mode",1461472713095
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1461472713095
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1461472713095
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1461472713095
java.vm.specification.version,sysinfo,,,"1.8",1461472713095
java.vm.vendor,sysinfo,,,"Oracle Corporation",1461472713095
java.vm.version,sysinfo,,,"25.31-b07",1461472713095
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1461472713112
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1461472713388
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1461472714405
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1461472714436
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1461472714772
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1461472715503
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1461472715503
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1461472715531
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1461472715552
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1461472715572
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1461472715972
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1461472715998
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1461472716079
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1461472719688
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461472807567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476018302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476020955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476448401
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476448631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476496064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476497758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476499047
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1461476499117
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1461476499226
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1461476499450
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1461476499923
