what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467091978809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467091983097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467091983965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1467091983969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467091987244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467091991839
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467091996177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467092177038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467092179125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467093342557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467093347904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467093354424
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467093354487
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467093354506
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1467093355979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467093357580
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1467093358403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467093358437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1467093358441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1467093360266
